Group 1,Group 2,Group 3,Group 4,Name,Nutrient,Minimum,Maximum
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Cu,0,250
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Cu,3.5,250
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Cys,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Cys,0.21,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",DEPig,3.4,5
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",DEPig,3.4,5
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",DM,0,100
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",DM,0,100
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",EE,0,18
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",EE,0,18
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Fe,0,3000
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Fe,50,3000
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Folic,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Folic,0.3,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",His,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",His,0.21,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",I,0,8.1
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",I,0.14,8.1
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Iso-L,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Iso-L,0.36,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",K,0.19,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",K,0.19,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Leu,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Leu,0.61,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Linoleic,0.1,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Linoleic,0.1,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Lys,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Lys,0.67,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",MEPig,3.265,5
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",MEPig,3.265,5
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Met,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Met,0.17,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Mg,0.04,0.3
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Mg,0.04,0.3
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Mn,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Mn,2,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Na,0.1,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Na,0.1,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Niacin,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Niacin,7,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",P,0.45,0.9
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",P,0.45,0.9
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Pantot,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Pantot,7,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Phe,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Phe,0.38,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Se,0,2
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Se,0.15,2
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Thr,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Thr,0.44,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Trp,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Trp,0.12,1.53
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Tyr,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Tyr,0.23,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Val,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Val,0.45,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit A,0,300000
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit A,1300,300000
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit B1,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit B1,1,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit B12,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit B12,5,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit B2,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit B2,2,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit B6,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit B6,1,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit D,0,27072
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit D,150,27072
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit E,0,1000
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit E,11,1000
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit K,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Vit K,0.5,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Zn,0,1800
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 300 g/day",Zn,50,1800
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Arg,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Arg,0.19,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Avail Lys,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Avail Lys,0.62,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Avail P,0.19,0.38
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Avail P,0.19,0.38
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Biotin,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Biotin,0.05,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Ca,0.5,1
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Ca,0.5,1
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",CF,0,10
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",CF,0,10
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Choline,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Choline,300,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Cl,0.08,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Cl,0.08,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",CP,14.9,15.9
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",CP,14.9,15.9
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Cu,0,250
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Cu,3.5,250
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Cys,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Cys,0.22,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",DEPig,3.4,5
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",DEPig,3.4,5
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",DM,0,100
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",DM,0,100
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",EE,0,18
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",EE,0,18
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Fe,0,3000
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Fe,50,3000
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Folic,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Folic,0.3,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",His,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",His,0.23,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",I,0,8.1
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",I,0.14,8.1
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Iso-L,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Iso-L,0.39,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",K,0.19,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",K,0.19,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Leu,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Leu,0.67,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Linoleic,0.1,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Linoleic,0.1,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Lys,0,
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Lys,0.72,
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",MEPig,3.265,5
,Pigs,Finishing Rations for Gilts and Barrows,MNI,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",MEPig,3.265,5
,Pigs,Finishing Rations for Gilts and Barrows,MNE,"Barrows, BW: 50 - 80 kg (110 - 175 lb), to gain 325 g/day",Met,0,
